id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
653,br:tribunal.superior.trabalho:acordao;rp,RP,pt-BR,Representação,#acordao,RP – Representação,Jurisprudência::Acórdão
654,br:tribunal.superior.trabalho:acordao;rr,RR,pt-BR,"Recurso de Revista",#acordao,RR – Recurso de Revista,Jurisprudência::Acórdão
655,br:tribunal.superior.trabalho:acordao;rr.roag,"RR e ROAG",pt-BR,"Recurso de Revista e Recurso Ordinário em Agravo Regimental",#acordao,RR e ROAG – Recurso de Revista e Recurso Ordinário em Agravo Regimental,Jurisprudência::Acórdão
656,br:tribunal.superior.trabalho:acordao;rrar,RRAR,pt-BR,"Recurso de Revista em Ação Rescisória",#acordao,RRAR – Recurso de Revista em Ação Rescisória,Jurisprudência::Acórdão
657,br:tribunal.superior.trabalho:acordao;rrp,RRP,pt-BR,"Recurso em Representação",#acordao,RRP – Recurso em Representação,Jurisprudência::Acórdão
658,br:tribunal.superior.trabalho:acordao;rt,RT,pt-BR,"Reclamação Trabalhista",#acordao,RT – Reclamação Trabalhista,Jurisprudência::Acórdão
659,br:tribunal.superior.trabalho:acordao;rvoj,RVOJ,pt-BR,"Revisão de Orientação Jurisprudencial",#acordao,RVOJ – Revisão de Orientação Jurisprudencial,Jurisprudência::Acórdão
660,br:tribunal.superior.trabalho:acordao;rxaroeroar,RXAROeROAR,pt-BR,"Remessa de Ofício, Agravo de Instrumento em Recurso Ordinário e Recurso Ordinário em Ação Rescisória",#acordao,"RXAROeROAR – Remessa de Ofício, Agravo de Instrumento em Recurso Ordinário e Recurso Ordinário em Ação Rescisória",Jurisprudência::Acórdão
661,br:tribunal.superior.trabalho:acordao;rxof,RXOF,pt-BR,"Remessa de Ofício",#acordao,RXOF – Remessa de Ofício,Jurisprudência::Acórdão
662,br:tribunal.superior.trabalho:acordao;rxof.airo,"RXOF e AIRO",pt-BR,"Remessa de Ofício e Agravo de Instrumento em Recurso Oridnário",#acordao,RXOF e AIRO – Remessa de Ofício e Agravo de Instrumento em Recurso Oridnário,Jurisprudência::Acórdão
663,br:tribunal.superior.trabalho:acordao;rxof.airo.roar,"RXOF,AIRO e ROAR",pt-BR,"Remessa de Ofício, Agravo de Instrumento em Recurso Ordinário e Recurso Ordinário em Ação Rescisória",#acordao,"RXOF,AIRO e ROAR – Remessa de Ofício, Agravo de Instrumento em Recurso Ordinário e Recurso Ordinário em Ação Rescisória",Jurisprudência::Acórdão
664,br:tribunal.superior.trabalho:acordao;rxof.rma,"RXOF e RMA",pt-BR,"Remessa de Ofício e Recurso em Matéria Administrativa",#acordao,RXOF e RMA – Remessa de Ofício e Recurso em Matéria Administrativa,Jurisprudência::Acórdão
665,br:tribunal.superior.trabalho:acordao;rxof.roaa,"RXOF e ROAA",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Anulatória",#acordao,RXOF e ROAA – Remessa de Ofício e Recurso Ordinário em Ação Anulatória,Jurisprudência::Acórdão
666,br:tribunal.superior.trabalho:acordao;rxof.roac,"RXOF e ROAC",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Cautelar",#acordao,RXOF e ROAC – Remessa de Ofício e Recurso Ordinário em Ação Cautelar,Jurisprudência::Acórdão
667,br:tribunal.superior.trabalho:acordao;rxof.roacp,"RXOF e ROACP",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Civil Pública",#acordao,RXOF e ROACP – Remessa de Ofício e Recurso Ordinário em Ação Civil Pública,Jurisprudência::Acórdão
668,br:tribunal.superior.trabalho:acordao;rxof.road,"RXOF e ROAD",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Declaratória",#acordao,RXOF e ROAD – Remessa de Ofício e Recurso Ordinário em Ação Declaratória,Jurisprudência::Acórdão
669,br:tribunal.superior.trabalho:acordao;rxof.roag,"RXOF e ROAG",pt-BR,"Remessa de Ofício e Recurso Ordinário em Agravo Regimental",#acordao,RXOF e ROAG – Remessa de Ofício e Recurso Ordinário em Agravo Regimental,Jurisprudência::Acórdão
670,br:tribunal.superior.trabalho:acordao;rxof.roapr,"RXOF e ROAPR",pt-BR,"Remessa de Ofício e Recurso Ordinário em Agravo de Petição Regimental",#acordao,RXOF e ROAPR – Remessa de Ofício e Recurso Ordinário em Agravo de Petição Regimental,Jurisprudência::Acórdão
671,br:tribunal.superior.trabalho:acordao;rxof.roar,"RXOF e ROAR",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Rescisória",#acordao,RXOF e ROAR – Remessa de Ofício e Recurso Ordinário em Ação Rescisória,Jurisprudência::Acórdão
672,br:tribunal.superior.trabalho:acordao;rxof.roar.roac,"RXOF e ROAR e ROAC",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Rescisória e Recurso Ordinário em Ação Cautelar",#acordao,RXOF e ROAR e ROAC – Remessa de Ofício e Recurso Ordinário em Ação Rescisória e Recurso Ordinário em Ação Cautelar,Jurisprudência::Acórdão
673,br:tribunal.superior.trabalho:acordao;rxof.roar.rxof.roac,"RXOF e ROAR e RXOF e ROAC",pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Rescisória e Remessa de Ofício e Recurso Ordinário em Ação Cautelar",#acordao,RXOF e ROAR e RXOF e ROAC – Remessa de Ofício e Recurso Ordinário em Ação Rescisória e Remessa de Ofício e Recurso Ordinário em Ação Cautelar,Jurisprudência::Acórdão
674,br:tribunal.superior.trabalho:acordao;rxof.rodc,"RXOF e RODC",pt-BR,"Remessa de Ofício e Recurso Ordinário em Dissídio Coletivo",#acordao,RXOF e RODC – Remessa de Ofício e Recurso Ordinário em Dissídio Coletivo,Jurisprudência::Acórdão
675,br:tribunal.superior.trabalho:acordao;rxof.roms,"RXOF e ROMS",pt-BR,"Remessa de Ofício e Recurso Ordinário em Mandado de Segurança",#acordao,RXOF e ROMS – Remessa de Ofício e Recurso Ordinário em Mandado de Segurança,Jurisprudência::Acórdão
676,br:tribunal.superior.trabalho:acordao;rxofaa,RXOFAA,pt-BR,"Remessa de Ofício em Ação Anulatória",#acordao,RXOFAA – Remessa de Ofício em Ação Anulatória,Jurisprudência::Acórdão
677,br:tribunal.superior.trabalho:acordao;rxofac,RXOFAC,pt-BR,"Remessa de Ofício em Ação Cautelar",#acordao,RXOFAC – Remessa de Ofício em Ação Cautelar,Jurisprudência::Acórdão
678,br:tribunal.superior.trabalho:acordao;rxofag,RXOFAG,pt-BR,"Remessa de Ofício em Agravo Regimental",#acordao,RXOFAG – Remessa de Ofício em Agravo Regimental,Jurisprudência::Acórdão
679,br:tribunal.superior.trabalho:acordao;rxofar,RXOFAR,pt-BR,"Remessa de Ofício em Ação Rescisória",#acordao,RXOFAR – Remessa de Ofício em Ação Rescisória,Jurisprudência::Acórdão
680,br:tribunal.superior.trabalho:acordao;rxofarev,RXOFAREV,pt-BR,"Remessa de Ofício em Ação Revisional",#acordao,RXOFAREV – Remessa de Ofício em Ação Revisional,Jurisprudência::Acórdão
681,br:tribunal.superior.trabalho:acordao;rxofdc,RXOFDC,pt-BR,"Remessa de Ofício em Dissídio Coletivo",#acordao,RXOFDC – Remessa de Ofício em Dissídio Coletivo,Jurisprudência::Acórdão
682,br:tribunal.superior.trabalho:acordao;rxofhc,RXOFHC,pt-BR,"Remessa de Ofício em Habes Corpus",#acordao,RXOFHC – Remessa de Ofício em Habes Corpus,Jurisprudência::Acórdão
683,br:tribunal.superior.trabalho:acordao;rxofma,RXOFMA,pt-BR,"Remessa de Ofício em Matéria Administrativa",#acordao,RXOFMA – Remessa de Ofício em Matéria Administrativa,Jurisprudência::Acórdão
684,br:tribunal.superior.trabalho:acordao;rxofms,RXOFMS,pt-BR,"Remessa de Ofício em Mandado de Segurança",#acordao,RXOFMS – Remessa de Ofício em Mandado de Segurança,Jurisprudência::Acórdão
685,br:tribunal.superior.trabalho:acordao;rxofrma,RXOFRMA,pt-BR,"Remessa de Ofício e Recurso em Matéria Administrativa",#acordao,RXOFRMA – Remessa de Ofício e Recurso em Matéria Administrativa,Jurisprudência::Acórdão
686,br:tribunal.superior.trabalho:acordao;rxofro,RXOFRO,pt-BR,"Remessa de Ofício em Recurso Ordinário",#acordao,RXOFRO – Remessa de Ofício em Recurso Ordinário,Jurisprudência::Acórdão
687,br:tribunal.superior.trabalho:acordao;rxofroaa,RXOFROAA,pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Anulatória",#acordao,RXOFROAA – Remessa de Ofício e Recurso Ordinário em Ação Anulatória,Jurisprudência::Acórdão
688,br:tribunal.superior.trabalho:acordao;rxofroac,RXOFROAC,pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Cautelar",#acordao,RXOFROAC – Remessa de Ofício e Recurso Ordinário em Ação Cautelar,Jurisprudência::Acórdão
689,br:tribunal.superior.trabalho:acordao;rxofroag,RXOFROAG,pt-BR,"Remessa de Ofício e Recurso Ordinário em Agravo Regimental",#acordao,RXOFROAG – Remessa de Ofício e Recurso Ordinário em Agravo Regimental,Jurisprudência::Acórdão
690,br:tribunal.superior.trabalho:acordao;rxofroapr,RXOFROAPR,pt-BR,"Remessa de Ofício e Recurso Ordinário em Agravo de Petição Regimental",#acordao,RXOFROAPR – Remessa de Ofício e Recurso Ordinário em Agravo de Petição Regimental,Jurisprudência::Acórdão
691,br:tribunal.superior.trabalho:acordao;rxofroar,RXOFROAR,pt-BR,"Remessa de Ofício e Recurso Ordinário em Ação Rescisória",#acordao,RXOFROAR – Remessa de Ofício e Recurso Ordinário em Ação Rescisória,Jurisprudência::Acórdão
692,br:tribunal.superior.trabalho:acordao;rxofrodc,RXOFRODC,pt-BR,"Remessa de Ofício e Recurso Ordinário em Dissídio Coletivo",#acordao,RXOFRODC – Remessa de Ofício e Recurso Ordinário em Dissídio Coletivo,Jurisprudência::Acórdão
693,br:tribunal.superior.trabalho:acordao;rxofroms,RXOFROMS,pt-BR,"Remessa de Ofício e Recurso Ordinário em Mandado de Segurança",#acordao,RXOFROMS – Remessa de Ofício e Recurso Ordinário em Mandado de Segurança,Jurisprudência::Acórdão
694,br:tribunal.superior.trabalho:acordao;se,SE,pt-BR,"Suspensão de Execução",#acordao,SE – Suspensão de Execução,Jurisprudência::Acórdão
695,br:tribunal.superior.trabalho:acordao;sedat,SEDAT,pt-BR,"Suspensão da Eficácia de Decisão de Antecipação de Tutela",#acordao,SEDAT – Suspensão da Eficácia de Decisão de Antecipação de Tutela,Jurisprudência::Acórdão
696,br:tribunal.superior.trabalho:acordao;ses,SES,pt-BR,"Suspensão de Execução de Sentença",#acordao,SES – Suspensão de Execução de Sentença,Jurisprudência::Acórdão
697,br:tribunal.superior.trabalho:acordao;sl,SL,pt-BR,"Suspensão de Liminar",#acordao,SL – Suspensão de Liminar,Jurisprudência::Acórdão
698,br:tribunal.superior.trabalho:acordao;slc,SLC,pt-BR,"Suspensão de Liminar em Cautelar",#acordao,SLC – Suspensão de Liminar em Cautelar,Jurisprudência::Acórdão
699,br:tribunal.superior.trabalho:acordao;slcs,SLCS,pt-BR,"Suspensão de Liminar Concessiva de Sequestro",#acordao,SLCS – Suspensão de Liminar Concessiva de Sequestro,Jurisprudência::Acórdão
700,br:tribunal.superior.trabalho:acordao;slmc,SLMC,pt-BR,"Suspensão de Liminar em Medida Cautelar",#acordao,SLMC – Suspensão de Liminar em Medida Cautelar,Jurisprudência::Acórdão
701,br:tribunal.superior.trabalho:acordao;slms,SLMS,pt-BR,"Suspensão de Liminar em Mandado de Segurança",#acordao,SLMS – Suspensão de Liminar em Mandado de Segurança,Jurisprudência::Acórdão
702,br:tribunal.superior.trabalho:acordao;ss,SS,pt-BR,"Suspensão de Segurança",#acordao,SS – Suspensão de Segurança,Jurisprudência::Acórdão
703,decisao,Decisão,pt-BR,,,,Jurisprudência::Decisão
704,br:conselho.nacional.justica:decisao;decsec,DECSEC,pt-BR,"Acompanhamento de Cumprimento de Decisão",#decisao,DECSEC – Acompanhamento de Cumprimento de Decisão,Jurisprudência::Decisão
705,br:conselho.nacional.justica:decisao;asi,ASI,pt-BR,"Arguição de Suspeição e de Impedimento",#decisao,ASI – Arguição de Suspeição e de Impedimento,Jurisprudência::Decisão
706,br:conselho.nacional.justica:decisao;ato,ATO,pt-BR,"Ato Normativo",#decisao,ATO – Ato Normativo,Jurisprudência::Decisão
707,br:conselho.nacional.justica:decisao;apd,APD,pt-BR,Avocação,#decisao,APD – Avocação,Jurisprudência::Decisão
708,br:conselho.nacional.justica:decisao;comissao,COMISSÃO,pt-BR,Comissão,#decisao,COMISSÃO – Comissão,Jurisprudência::Decisão
709,br:conselho.nacional.justica:decisao;cons,CONS,pt-BR,Consulta,#decisao,CONS – Consulta,Jurisprudência::Decisão
710,br:conselho.nacional.justica:decisao;conecon,CONECON,pt-BR,"Convênios e Contratos",#decisao,CONECON – Convênios e Contratos,Jurisprudência::Decisão
711,br:conselho.nacional.justica:decisao;cor,COR,pt-BR,Correição,#decisao,COR – Correição,Jurisprudência::Decisão
712,br:conselho.nacional.justica:decisao;insp,INSP,pt-BR,Inspeção,#decisao,INSP – Inspeção,Jurisprudência::Decisão
713,br:conselho.nacional.justica:decisao;ntec,NTEC,pt-BR,"Nota Técnica",#decisao,NTEC – Nota Técnica,Jurisprudência::Decisão
714,br:conselho.nacional.justica:decisao;pam,PAM,pt-BR,"Parecer de Mérito sobre Anteprojeto de Lei",#decisao,PAM – Parecer de Mérito sobre Anteprojeto de Lei,Jurisprudência::Decisão
715,br:conselho.nacional.justica:decisao;pp,PP,pt-BR,"Pedido de Providências",#decisao,PP – Pedido de Providências,Jurisprudência::Decisão
716,br:conselho.nacional.justica:decisao;petcor,PETCOR,pt-BR,"Petição Avulsa, Corregedoria",#decisao,"PETCOR – Petição Avulsa, Corregedoria",Jurisprudência::Decisão
717,br:conselho.nacional.justica:decisao;petavu,PETAVU,pt-BR,"Petição Avulsa, Secretaria",#decisao,"PETAVU – Petição Avulsa, Secretaria",Jurisprudência::Decisão
718,br:conselho.nacional.justica:decisao;pca,PCA,pt-BR,"Procedimento de Controle Administrativo",#decisao,PCA – Procedimento de Controle Administrativo,Jurisprudência::Decisão
719,br:conselho.nacional.justica:decisao;pa,PA,pt-BR,"Processo Administrativo",#decisao,PA – Processo Administrativo,Jurisprudência::Decisão
720,br:conselho.nacional.justica:decisao;pad,PAD,pt-BR,"Processo Administrativo Disciplinar",#decisao,PAD – Processo Administrativo Disciplinar,Jurisprudência::Decisão
721,br:conselho.nacional.justica:decisao;revdis,REVDIS,pt-BR,"Processo de Revisão Disciplinar",#decisao,REVDIS – Processo de Revisão Disciplinar,Jurisprudência::Decisão
722,br:conselho.nacional.justica:decisao;rd,RD,pt-BR,"Reclamação Disciplinar",#decisao,RD – Reclamação Disciplinar,Jurisprudência::Decisão
723,br:conselho.nacional.justica:decisao;rgd,RGD,pt-BR,"Reclamação para Garantia das Decisões",#decisao,RGD – Reclamação para Garantia das Decisões,Jurisprudência::Decisão
724,br:conselho.nacional.justica:decisao;rep,REP,pt-BR,"Representação por Excesso de Prazo",#decisao,REP – Representação por Excesso de Prazo,Jurisprudência::Decisão
725,br:conselho.nacional.justica:decisao;ra,RA,pt-BR,"Restauração de Autos",#decisao,RA – Restauração de Autos,Jurisprudência::Decisão
726,br:conselho.nacional.justica:decisao;sind,SIND,pt-BR,Sindicância,#decisao,SIND – RA,Jurisprudência::Decisão
727,br:conselho.nacional.justica:decisao;tcom,TCOM,pt-BR,"Termo de Compromisso",#decisao,TCOM – Sindicância,Jurisprudência::Decisão
730,br:supremo.tribunal.federal:processo;ac,AC,pt-BR,"Ação Cautelar",#processo,AC – Ação Cautelar,Processo
731,br:supremo.tribunal.federal:processo;aci,ACi,pt-BR,"Apelação Cível",#processo,ACi – Apelação Cível,Processo
732,br:supremo.tribunal.federal:processo;acl,ACL,pt-BR,"Apelação Comercial",#processo,ACL – Apelação Comercial,Processo
733,br:supremo.tribunal.federal:processo;aco,ACO,pt-BR,"Ação Cível Originária",#processo,ACO – Ação Cível Originária,Processo
734,br:supremo.tribunal.federal:processo;acr,ACr,pt-BR,"Apelação Criminal",#processo,ACr – Apelação Criminal,Processo
735,br:supremo.tribunal.federal:processo;ad,AD,pt-BR,"Ação Declaratória",#processo,AD – Ação Declaratória,Processo
736,br:supremo.tribunal.federal:processo;adc,ADC,pt-BR,"Ação Declaratória de Constitucionalidade",#processo,ADC – Ação Declaratória de Constitucionalidade,Processo
737,br:supremo.tribunal.federal:processo;adi,ADI,pt-BR,"Ação Direta de Inconstitucionalidade",#processo,ADI – Ação Direta de Inconstitucionalidade,Processo
738,br:supremo.tribunal.federal:processo;ado,ADO,pt-BR,"Ação Direta de Inconstitucionalidade por Omissão",#processo,ADO – Ação Direta de Inconstitucionalidade por Omissão,Processo
739,br:supremo.tribunal.federal:processo;adpf,ADPF,pt-BR,"Argüição de Descumprimento de Preceito Fundamental",#processo,ADPF – Argüição de Descumprimento de Preceito Fundamental,Processo
740,br:supremo.tribunal.federal:processo;ae,AE,pt-BR,"Ação Especial",#processo,AE – Ação Especial,Processo
741,br:supremo.tribunal.federal:processo;agp,AGP,pt-BR,"Agravo de Petição",#processo,AGP – Agravo de Petição,Processo
742,br:supremo.tribunal.federal:processo;agr,AGR,pt-BR,Agravo,#processo,AGR – Agravo,Processo
743,br:supremo.tribunal.federal:processo;ai,AI,pt-BR,"Agravo de Instrumento",#processo,AI – Agravo de Instrumento,Processo
744,br:supremo.tribunal.federal:processo;aimp,AImp,pt-BR,"Argüição de Impedimento",#processo,AImp – Argüição de Impedimento,Processo
745,br:supremo.tribunal.federal:processo;ao,AO,pt-BR,"Ação Originária",#processo,AO – Ação Originária,Processo
746,br:supremo.tribunal.federal:processo;aoe,AOE,pt-BR,"Ação Originária Especial",#processo,AOE – Ação Originária Especial,Processo
747,br:supremo.tribunal.federal:processo;aor,AOR,pt-BR,"Ação Cível Originária",#processo,AOR – Ação Cível Originária,Processo
748,br:supremo.tribunal.federal:processo;ap,AP,pt-BR,"Ação Penal",#processo,AP – Ação Penal,Processo
749,br:supremo.tribunal.federal:processo;apl,APL,pt-BR,Apelação,#processo,APL – Apelação,Processo
750,br:supremo.tribunal.federal:processo;ar,AR,pt-BR,"Ação Rescisória",#processo,AR – Ação Rescisória,Processo
751,br:supremo.tribunal.federal:processo;arg,ARg,pt-BR,"Ação Regressiva",#processo,ARg – Ação Regressiva,Processo
752,br:supremo.tribunal.federal:processo;arv,ARv,pt-BR,"Arguição de Relevância",#processo,ARv – Arguição de Relevância,Processo
753,br:supremo.tribunal.federal:processo;as,AS,pt-BR,"Argüição de Suspeição",#processo,AS – Argüição de Suspeição,Processo
754,br:supremo.tribunal.federal:processo;ca,CA,pt-BR,"Conflito de Atribuições",#processo,CA – Conflito de Atribuições,Processo
755,br:supremo.tribunal.federal:processo;cc,CC,pt-BR,"Conflito de Competência",#processo,CC – Conflito de Competência,Processo
756,br:supremo.tribunal.federal:processo;cj,CJ,pt-BR,"Conflito de Jurisdição",#processo,CJ – Conflito de Jurisdição,Processo
757,br:supremo.tribunal.federal:processo;cm,Cm,pt-BR,Comunicação,#processo,Cm – Comunicação,Processo
758,br:supremo.tribunal.federal:processo;cp,CP,pt-BR,"Carta Precatória",#processo,CP – Carta Precatória,Processo
759,br:supremo.tribunal.federal:processo;cr,CR,pt-BR,"Carta Rogatória",#processo,CR – Carta Rogatória,Processo
760,br:supremo.tribunal.federal:processo;ct,CT,pt-BR,"Carta Testemunhável",#processo,CT – Carta Testemunhável,Processo
761,br:supremo.tribunal.federal:processo;den,Den,pt-BR,Denúncia,#processo,Den – Denúncia,Processo
762,br:supremo.tribunal.federal:processo;ei,EI,pt-BR,"Exceção de Incompetência",#processo,EI – Exceção de Incompetência,Processo
763,br:supremo.tribunal.federal:processo;el,EL,pt-BR,"Exceção de Litispendência",#processo,EL – Exceção de Litispendência,Processo
764,br:supremo.tribunal.federal:processo;ep,EP,pt-BR,"Execução Penal",#processo,EP – Execução Penal,Processo
765,br:supremo.tribunal.federal:processo;er,ER,pt-BR,"Embargos Remetidos",#processo,ER – Embargos Remetidos,Processo
766,br:supremo.tribunal.federal:processo;es,ES,pt-BR,"Exceção de Suspeição",#processo,ES – Exceção de Suspeição,Processo
767,br:supremo.tribunal.federal:processo;ev,EV,pt-BR,"Exceção da Verdade",#processo,EV – Exceção da Verdade,Processo
768,br:supremo.tribunal.federal:processo;ext,Ext,pt-BR,Extradição,#processo,Ext – Extradição,Processo
769,br:supremo.tribunal.federal:processo;hc,HC,pt-BR,"Habeas Corpus",#processo,HC – Habeas Corpus,Processo
770,br:supremo.tribunal.federal:processo;hd,HD,pt-BR,"Habeas Data",#processo,HD – Habeas Data,Processo
771,br:supremo.tribunal.federal:processo;ia,IA,pt-BR,"Inquérito Administrativo",#processo,IA – Inquérito Administrativo,Processo
772,br:supremo.tribunal.federal:processo;if,IF,pt-BR,"Intervenção Federal",#processo,IF – Intervenção Federal,Processo
773,br:supremo.tribunal.federal:processo;inf,InF,pt-BR,"Incidente de Falsidade",#processo,InF – Incidente de Falsidade,Processo
774,br:supremo.tribunal.federal:processo;inq,Inq,pt-BR,Inquérito,#processo,Inq – Inquérito,Processo
775,br:supremo.tribunal.federal:processo;int,Int,pt-BR,Interpelação,#processo,Int – Interpelação,Processo
776,br:supremo.tribunal.federal:processo;ip,IP,pt-BR,"Inquérito Policial",#processo,IP – Inquérito Policial,Processo
777,br:supremo.tribunal.federal:processo;ipe,IPE,pt-BR,"Inquérito Policial Especial",#processo,IPE – Inquérito Policial Especial,Processo
778,br:supremo.tribunal.federal:processo;ls,LS,pt-BR,"Liquidação de Sentença",#processo,LS – Liquidação de Sentença,Processo
779,br:supremo.tribunal.federal:processo;mi,MI,pt-BR,"Mandado de Injunção",#processo,MI – Mandado de Injunção,Processo
780,br:supremo.tribunal.federal:processo;ms,MS,pt-BR,"Mandado de Segurança",#processo,MS – Mandado de Segurança,Processo
781,br:supremo.tribunal.federal:processo;not,Not,pt-BR,Notificação,#processo,Not – Notificação,Processo
782,br:supremo.tribunal.federal:processo;oaco,OACO,pt-BR,"Oposição em Ação Civil Originária",#processo,OACO – Oposição em Ação Civil Originária,Processo
783,br:supremo.tribunal.federal:processo;pa,PA,pt-BR,"Processo Administrativo",#processo,PA – Processo Administrativo,Processo
784,br:supremo.tribunal.federal:processo;pav,PAv,pt-BR,"Pedido de Avocação",#processo,PAv – Pedido de Avocação,Processo
785,br:supremo.tribunal.federal:processo;pc,PC,pt-BR,"Processo Crime",#processo,PC – Processo Crime,Processo
786,br:supremo.tribunal.federal:processo;pet,Pet,pt-BR,Petição,#processo,Pet – Petição,Processo
787,br:supremo.tribunal.federal:processo;peta,PETA,pt-BR,"Petição Avulsa",#processo,PETA – Petição Avulsa,Processo
788,br:supremo.tribunal.federal:processo;petav,PETAV,pt-BR,"Petição Avulsa",#processo,PETAV – Petição Avulsa,Processo
789,br:supremo.tribunal.federal:processo;ppe,PPE,pt-BR,"Prisão Preventiva para Extradição",#processo,PPE – Prisão Preventiva para Extradição,Processo
790,br:supremo.tribunal.federal:processo;presp,PRESP,pt-BR,"Processo de Responsabilidade",#processo,PRESP – Processo de Responsabilidade,Processo
791,br:supremo.tribunal.federal:processo;psv,PSV,pt-BR,"Proposta de Súmula Vinculante",#processo,PSV – Proposta de Súmula Vinculante,Processo
792,br:supremo.tribunal.federal:processo;ptj,PtJ,pt-BR,"Protesto Judicial",#processo,PtJ – Protesto Judicial,Processo
793,br:supremo.tribunal.federal:processo;qc,QC,pt-BR,Queixa-crime,#processo,QC – Queixa-crime,Processo
794,br:supremo.tribunal.federal:processo;ral,RAL,pt-BR,"Recurso de Apreensão de Livro",#processo,RAL – Recurso de Apreensão de Livro,Processo
795,br:supremo.tribunal.federal:processo;rc,RC,pt-BR,"Recurso Crime",#processo,RC – Recurso Crime,Processo
796,br:supremo.tribunal.federal:processo;rcl,Rcl,pt-BR,Reclamação,#processo,Rcl – Reclamação,Processo
797,br:supremo.tribunal.federal:processo;rclan,RCLAN,pt-BR,"Reclamação de Antiguidade",#processo,RCLAN – Reclamação de Antiguidade,Processo
798,br:supremo.tribunal.federal:processo;rcr,RCR,pt-BR,"Recurso Ordinário Criminal",#processo,RCR – Recurso Ordinário Criminal,Processo
799,br:supremo.tribunal.federal:processo;re,RE,pt-BR,"Recurso Extraordinário",#processo,RE – Recurso Extraordinário,Processo
800,br:supremo.tribunal.federal:processo;rel,REL,pt-BR,"Recurso Eleitoral",#processo,REL – Recurso Eleitoral,Processo
801,br:supremo.tribunal.federal:processo;rhc,RHC,pt-BR,"Recurso Ordinário em Habeas Corpus",#processo,RHC – Recurso Ordinário em Habeas Corpus,Processo
802,br:supremo.tribunal.federal:processo;rhd,RHD,pt-BR,"Recurso Ordinário em Habeas Data",#processo,RHD – Recurso Ordinário em Habeas Data,Processo
803,br:supremo.tribunal.federal:processo;rls,RLS,pt-BR,"Recurso de Liquidação de Sentença",#processo,RLS – Recurso de Liquidação de Sentença,Processo
804,br:supremo.tribunal.federal:processo;rmi,RMI,pt-BR,"Recurso Ordinário em Mandado de Injunção",#processo,RMI – Recurso Ordinário em Mandado de Injunção,Processo
805,br:supremo.tribunal.federal:processo;rms,RMS,pt-BR,"Recurso Ordinário em Mandado de Segurança",#processo,RMS – Recurso Ordinário em Mandado de Segurança,Processo
806,br:supremo.tribunal.federal:processo;rne,RNE,pt-BR,"Retificação de Nome de Estrangeiro",#processo,RNE – Retificação de Nome de Estrangeiro,Processo
807,br:supremo.tribunal.federal:processo;rp,Rp,pt-BR,Representação,#processo,Rp – Representação,Processo
808,br:supremo.tribunal.federal:processo;rr,RR,pt-BR,"Recurso de Revista",#processo,RR – Recurso de Revista,Processo
809,br:supremo.tribunal.federal:processo;rtc,RTC,pt-BR,"Revista Cível",#processo,RTC – Revista Cível,Processo
810,br:supremo.tribunal.federal:processo;rtco,RTCO,pt-BR,"Revista Comercial",#processo,RTCO – Revista Comercial,Processo
811,br:supremo.tribunal.federal:processo;rtcr,RTCR,pt-BR,"Revista Crime",#processo,RTCR – Revista Crime,Processo
812,br:supremo.tribunal.federal:processo;rvc,RvC,pt-BR,"Revisão Criminal",#processo,RvC – Revisão Criminal,Processo
813,br:supremo.tribunal.federal:processo;rvcr,RVCR,pt-BR,"Revisão Crime",#processo,RVCR – Revisão Crime,Processo
814,br:supremo.tribunal.federal:processo;sa,SA,pt-BR,"Sentença Arbitral",#processo,SA – Sentença Arbitral,Processo
815,br:supremo.tribunal.federal:processo;sd,SD,pt-BR,"Suspensão de Direitos",#processo,SD – Suspensão de Direitos,Processo
816,br:supremo.tribunal.federal:processo;se,SE,pt-BR,"Sentença Estrangeira",#processo,SE – Sentença Estrangeira,Processo
817,br:supremo.tribunal.federal:processo;sec,SEC,pt-BR,"Sentença Estrangeira Contestada",#processo,SEC – Sentença Estrangeira Contestada,Processo
818,br:supremo.tribunal.federal:processo;sl,SL,pt-BR,"Suspensão de Liminar",#processo,SL – Suspensão de Liminar,Processo
819,br:supremo.tribunal.federal:processo;ss,SS,pt-BR,"Suspensão de Segurança",#processo,SS – Suspensão de Segurança,Processo
820,br:supremo.tribunal.federal:processo;sta,STA,pt-BR,"Suspensão de Tutela Antecipada",#processo,STA – Suspensão de Tutela Antecipada,Processo
821,br:superior.tribunal.justica:processo;re,RE,pt-BR,"Recurso Extraordinário",#processo,RE – Recurso Extraordinário,Processo
822,br:superior.tribunal.justica:processo;aia,AIA,pt-BR,"Ação de Improbidade Administrativa",#processo,AIA – Ação de Improbidade Administrativa,Processo
823,br:superior.tribunal.justica:processo;apn,APn,pt-BR,"Ação Penal",#processo,APn – Ação Penal,Processo
824,br:superior.tribunal.justica:processo;ar,AR,pt-BR,"Ação Rescisória",#processo,AR – Ação Rescisória,Processo
