id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
4718,br;sao.paulo;itapirapua.paulista,"Itapirapuã Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Itapirapuã Paulista - SP
4719,br;sao.paulo;itaporanga,"Itaporanga - SP",pt-BR,,#br;sao.paulo,,Municípios::Itaporanga - SP
4720,br;sao.paulo;itapui,"Itapuí - SP",pt-BR,,#br;sao.paulo,,Municípios::Itapuí - SP
4721,br;sao.paulo;itapura,"Itapura - SP",pt-BR,,#br;sao.paulo,,Municípios::Itapura - SP
4722,br;sao.paulo;itaquaquecetuba,"Itaquaquecetuba - SP",pt-BR,,#br;sao.paulo,,Municípios::Itaquaquecetuba - SP
4723,br;sao.paulo;itarare,"Itararé - SP",pt-BR,,#br;sao.paulo,,Municípios::Itararé - SP
4724,br;sao.paulo;itariri,"Itariri - SP",pt-BR,,#br;sao.paulo,,Municípios::Itariri - SP
4725,br;sao.paulo;itatiba,"Itatiba - SP",pt-BR,,#br;sao.paulo,,Municípios::Itatiba - SP
4726,br;sao.paulo;itatinga,"Itatinga - SP",pt-BR,,#br;sao.paulo,,Municípios::Itatinga - SP
4727,br;sao.paulo;itirapina,"Itirapina - SP",pt-BR,,#br;sao.paulo,,Municípios::Itirapina - SP
4728,br;sao.paulo;itirapua,"Itirapuã - SP",pt-BR,,#br;sao.paulo,,Municípios::Itirapuã - SP
4729,br;sao.paulo;itobi,"Itobi - SP",pt-BR,,#br;sao.paulo,,Municípios::Itobi - SP
4730,br;sao.paulo;itu,"Itu - SP",pt-BR,,#br;sao.paulo,,Municípios::Itu - SP
4731,br;sao.paulo;itupeva,"Itupeva - SP",pt-BR,,#br;sao.paulo,,Municípios::Itupeva - SP
4732,br;sao.paulo;ituverava,"Ituverava - SP",pt-BR,,#br;sao.paulo,,Municípios::Ituverava - SP
4733,br;sao.paulo;jaborandi,"Jaborandi - SP",pt-BR,,#br;sao.paulo,,Municípios::Jaborandi - SP
4734,br;sao.paulo;jaboticabal,"Jaboticabal - SP",pt-BR,,#br;sao.paulo,,Municípios::Jaboticabal - SP
4735,br;sao.paulo;jacarei,"Jacareí - SP",pt-BR,,#br;sao.paulo,,Municípios::Jacareí - SP
4736,br;sao.paulo;jaci,"Jaci - SP",pt-BR,,#br;sao.paulo,,Municípios::Jaci - SP
4737,br;sao.paulo;jaguariuna,"Jaguariúna - SP",pt-BR,,#br;sao.paulo,,Municípios::Jaguariúna - SP
4738,br;sao.paulo;jales,"Jales - SP",pt-BR,,#br;sao.paulo,,Municípios::Jales - SP
4739,br;sao.paulo;jambeiro,"Jambeiro - SP",pt-BR,,#br;sao.paulo,,Municípios::Jambeiro - SP
4740,br;sao.paulo;jandira,"Jandira - SP",pt-BR,,#br;sao.paulo,,Municípios::Jandira - SP
4741,br;sao.paulo;jardinopolis,"Jardinópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Jardinópolis - SP
4742,br;sao.paulo;jarinu,"Jarinu - SP",pt-BR,,#br;sao.paulo,,Municípios::Jarinu - SP
4743,br;sao.paulo;jau,"Jaú - SP",pt-BR,,#br;sao.paulo,,Municípios::Jaú - SP
4744,br;sao.paulo;jeriquara,"Jeriquara - SP",pt-BR,,#br;sao.paulo,,Municípios::Jeriquara - SP
4745,br;sao.paulo;joanopolis,"Joanópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Joanópolis - SP
4746,br;sao.paulo;joao.ramalho,"João Ramalho - SP",pt-BR,,#br;sao.paulo,,Municípios::João Ramalho - SP
4747,br;sao.paulo;jose.bonifacio,"José Bonifácio - SP",pt-BR,,#br;sao.paulo,,Municípios::José Bonifácio - SP
4748,br;sao.paulo;julio.mesquita,"Júlio Mesquita - SP",pt-BR,,#br;sao.paulo,,Municípios::Júlio Mesquita - SP
4749,br;sao.paulo;jumirim,"Jumirim - SP",pt-BR,,#br;sao.paulo,,Municípios::Jumirim - SP
4750,br;sao.paulo;junqueiropolis,"Junqueirópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Junqueirópolis - SP
4751,br;sao.paulo;juquia,"Juquiá - SP",pt-BR,,#br;sao.paulo,,Municípios::Juquiá - SP
4752,br;sao.paulo;juquitiba,"Juquitiba - SP",pt-BR,,#br;sao.paulo,,Municípios::Juquitiba - SP
4753,br;sao.paulo;lagoinha,"Lagoinha - SP",pt-BR,,#br;sao.paulo,,Municípios::Lagoinha - SP
4754,br;sao.paulo;laranjal.paulista,"Laranjal Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Laranjal Paulista - SP
4755,br;sao.paulo;lavinia,"Lavínia - SP",pt-BR,,#br;sao.paulo,,Municípios::Lavínia - SP
4756,br;sao.paulo;lavrinhas,"Lavrinhas - SP",pt-BR,,#br;sao.paulo,,Municípios::Lavrinhas - SP
4757,br;sao.paulo;leme,"Leme - SP",pt-BR,,#br;sao.paulo,,Municípios::Leme - SP
4758,br;sao.paulo;lencois.paulista,"Lençóis Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Lençóis Paulista - SP
4759,br;sao.paulo;limeira,"Limeira - SP",pt-BR,,#br;sao.paulo,,Municípios::Limeira - SP
4760,br;sao.paulo;lindoia,"Lindóia - SP",pt-BR,,#br;sao.paulo,,Municípios::Lindóia - SP
4761,br;sao.paulo;lins,"Lins - SP",pt-BR,,#br;sao.paulo,,Municípios::Lins - SP
4762,br;sao.paulo;lorena,"Lorena - SP",pt-BR,,#br;sao.paulo,,Municípios::Lorena - SP
4763,br;sao.paulo;lourdes,"Lourdes - SP",pt-BR,,#br;sao.paulo,,Municípios::Lourdes - SP
4764,br;sao.paulo;louveira,"Louveira - SP",pt-BR,,#br;sao.paulo,,Municípios::Louveira - SP
4765,br;sao.paulo;lucelia,"Lucélia - SP",pt-BR,,#br;sao.paulo,,Municípios::Lucélia - SP
4766,br;sao.paulo;lucianopolis,"Lucianópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Lucianópolis - SP
4767,br;sao.paulo;luis.antonio,"Luís Antônio - SP",pt-BR,,#br;sao.paulo,,Municípios::Luís Antônio - SP
4768,br;sao.paulo;luiziania,"Luiziânia - SP",pt-BR,,#br;sao.paulo,,Municípios::Luiziânia - SP
4769,br;sao.paulo;lupercio,"Lupércio - SP",pt-BR,,#br;sao.paulo,,Municípios::Lupércio - SP
4770,br;sao.paulo;lutecia,"Lutécia - SP",pt-BR,,#br;sao.paulo,,Municípios::Lutécia - SP
4771,br;sao.paulo;macatuba,"Macatuba - SP",pt-BR,,#br;sao.paulo,,Municípios::Macatuba - SP
4772,br;sao.paulo;macaubal,"Macaubal - SP",pt-BR,,#br;sao.paulo,,Municípios::Macaubal - SP
4773,br;sao.paulo;macedonia,"Macedônia - SP",pt-BR,,#br;sao.paulo,,Municípios::Macedônia - SP
4774,br;sao.paulo;magda,"Magda - SP",pt-BR,,#br;sao.paulo,,Municípios::Magda - SP
4775,br;sao.paulo;mairinque,"Mairinque - SP",pt-BR,,#br;sao.paulo,,Municípios::Mairinque - SP
4776,br;sao.paulo;mairipora,"Mairiporã - SP",pt-BR,,#br;sao.paulo,,Municípios::Mairiporã - SP
4777,br;sao.paulo;manduri,"Manduri - SP",pt-BR,,#br;sao.paulo,,Municípios::Manduri - SP
4778,br;sao.paulo;maraba.paulista,"Marabá Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Marabá Paulista - SP
4779,br;sao.paulo;maracai,"Maracaí - SP",pt-BR,,#br;sao.paulo,,Municípios::Maracaí - SP
4780,br;sao.paulo;marapoama,"Marapoama - SP",pt-BR,,#br;sao.paulo,,Municípios::Marapoama - SP
4781,br;sao.paulo;mariapolis,"Mariápolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Mariápolis - SP
4782,br;sao.paulo;marilia,"Marília - SP",pt-BR,,#br;sao.paulo,,Municípios::Marília - SP
4783,br;sao.paulo;marinopolis,"Marinópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Marinópolis - SP
4784,br;sao.paulo;martinopolis,"Martinópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Martinópolis - SP
4785,br;sao.paulo;matao,"Matão - SP",pt-BR,,#br;sao.paulo,,Municípios::Matão - SP
4786,br;sao.paulo;maua,"Mauá - SP",pt-BR,,#br;sao.paulo,,Municípios::Mauá - SP
4787,br;sao.paulo;mendonca,"Mendonça - SP",pt-BR,,#br;sao.paulo,,Municípios::Mendonça - SP
4788,br;sao.paulo;meridiano,"Meridiano - SP",pt-BR,,#br;sao.paulo,,Municípios::Meridiano - SP
4789,br;sao.paulo;mesopolis,"Mesópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Mesópolis - SP
4790,br;sao.paulo;miguelopolis,"Miguelópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Miguelópolis - SP
4791,br;sao.paulo;mineiros.tiete,"Mineiros do Tietê - SP",pt-BR,,#br;sao.paulo,,Municípios::Mineiros do Tietê - SP
4792,br;sao.paulo;miracatu,"Miracatu - SP",pt-BR,,#br;sao.paulo,,Municípios::Miracatu - SP
4793,br;sao.paulo;mira.estrela,"Mira Estrela - SP",pt-BR,,#br;sao.paulo,,Municípios::Mira Estrela - SP
4794,br;sao.paulo;mirandopolis,"Mirandópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Mirandópolis - SP
4795,br;sao.paulo;mirante.paranapanema,"Mirante do Paranapanema - SP",pt-BR,,#br;sao.paulo,,Municípios::Mirante do Paranapanema - SP
4796,br;sao.paulo;mirassol,"Mirassol - SP",pt-BR,,#br;sao.paulo,,Municípios::Mirassol - SP
4797,br;sao.paulo;mirassolandia,"Mirassolândia - SP",pt-BR,,#br;sao.paulo,,Municípios::Mirassolândia - SP
4798,br;sao.paulo;mogi.cruzes,"Mogi das Cruzes - SP",pt-BR,,#br;sao.paulo,,Municípios::Mogi das Cruzes - SP
4799,br;sao.paulo;mogi.guacu,"Mogi Guaçu - SP",pt-BR,,#br;sao.paulo,,Municípios::Mogi Guaçu - SP
4800,br;sao.paulo;moji.mirim,"Moji Mirim - SP",pt-BR,,#br;sao.paulo,,Municípios::Moji Mirim - SP
4801,br;sao.paulo;mombuca,"Mombuca - SP",pt-BR,,#br;sao.paulo,,Municípios::Mombuca - SP
4802,br;sao.paulo;moncoes,"Monções - SP",pt-BR,,#br;sao.paulo,,Municípios::Monções - SP
4803,br;sao.paulo;mongagua,"Mongaguá - SP",pt-BR,,#br;sao.paulo,,Municípios::Mongaguá - SP
4804,br;sao.paulo;monte.alegre.sul,"Monte Alegre do Sul - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Alegre do Sul - SP
4805,br;sao.paulo;monte.alto,"Monte Alto - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Alto - SP
4806,br;sao.paulo;monte.aprazivel,"Monte Aprazível - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Aprazível - SP
4807,br;sao.paulo;monte.azul.paulista,"Monte Azul Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Azul Paulista - SP
4808,br;sao.paulo;monte.castelo,"Monte Castelo - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Castelo - SP
4809,br;sao.paulo;monteiro.lobato,"Monteiro Lobato - SP",pt-BR,,#br;sao.paulo,,Municípios::Monteiro Lobato - SP
4810,br;sao.paulo;monte.mor,"Monte Mor - SP",pt-BR,,#br;sao.paulo,,Municípios::Monte Mor - SP
4811,br;sao.paulo;morro.agudo,"Morro Agudo - SP",pt-BR,,#br;sao.paulo,,Municípios::Morro Agudo - SP
4812,br;sao.paulo;morungaba,"Morungaba - SP",pt-BR,,#br;sao.paulo,,Municípios::Morungaba - SP
4813,br;sao.paulo;motuca,"Motuca - SP",pt-BR,,#br;sao.paulo,,Municípios::Motuca - SP
4814,br;sao.paulo;murutinga.sul,"Murutinga do Sul - SP",pt-BR,,#br;sao.paulo,,Municípios::Murutinga do Sul - SP
4815,br;sao.paulo;nantes,"Nantes - SP",pt-BR,,#br;sao.paulo,,Municípios::Nantes - SP
4816,br;sao.paulo;narandiba,"Narandiba - SP",pt-BR,,#br;sao.paulo,,Municípios::Narandiba - SP
4817,br;sao.paulo;natividade.serra,"Natividade da Serra - SP",pt-BR,,#br;sao.paulo,,Municípios::Natividade da Serra - SP
4818,br;sao.paulo;nazare.paulista,"Nazaré Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Nazaré Paulista - SP
4819,br;sao.paulo;neves.paulista,"Neves Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Neves Paulista - SP
4820,br;sao.paulo;nhandeara,"Nhandeara - SP",pt-BR,,#br;sao.paulo,,Municípios::Nhandeara - SP
4821,br;sao.paulo;nipoa,"Nipoã - SP",pt-BR,,#br;sao.paulo,,Municípios::Nipoã - SP
4822,br;sao.paulo;nova.alianca,"Nova Aliança - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Aliança - SP
4823,br;sao.paulo;nova.campina,"Nova Campina - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Campina - SP
4824,br;sao.paulo;nova.canaa.paulista,"Nova Canaã Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Canaã Paulista - SP
4825,br;sao.paulo;nova.castilho,"Nova Castilho - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Castilho - SP
4826,br;sao.paulo;nova.europa,"Nova Europa - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Europa - SP
4827,br;sao.paulo;nova.granada,"Nova Granada - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Granada - SP
4828,br;sao.paulo;nova.guataporanga,"Nova Guataporanga - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Guataporanga - SP
4829,br;sao.paulo;nova.independencia,"Nova Independência - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Independência - SP
4830,br;sao.paulo;novais,"Novais - SP",pt-BR,,#br;sao.paulo,,Municípios::Novais - SP
4831,br;sao.paulo;nova.luzitania,"Nova Luzitânia - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Luzitânia - SP
4832,br;sao.paulo;nova.odessa,"Nova Odessa - SP",pt-BR,,#br;sao.paulo,,Municípios::Nova Odessa - SP
4833,br;sao.paulo;novo.horizonte,"Novo Horizonte - SP",pt-BR,,#br;sao.paulo,,Municípios::Novo Horizonte - SP
4834,br;sao.paulo;nuporanga,"Nuporanga - SP",pt-BR,,#br;sao.paulo,,Municípios::Nuporanga - SP
4835,br;sao.paulo;ocaucu,"Ocauçu - SP",pt-BR,,#br;sao.paulo,,Municípios::Ocauçu - SP
4836,br;sao.paulo;oleo,"Óleo - SP",pt-BR,,#br;sao.paulo,,Municípios::Óleo - SP
4837,br;sao.paulo;olimpia,"Olímpia - SP",pt-BR,,#br;sao.paulo,,Municípios::Olímpia - SP
4838,br;sao.paulo;onda.verde,"Onda Verde - SP",pt-BR,,#br;sao.paulo,,Municípios::Onda Verde - SP
4839,br;sao.paulo;oriente,"Oriente - SP",pt-BR,,#br;sao.paulo,,Municípios::Oriente - SP
4840,br;sao.paulo;orindiuva,"Orindiúva - SP",pt-BR,,#br;sao.paulo,,Municípios::Orindiúva - SP
4841,br;sao.paulo;orlandia,"Orlândia - SP",pt-BR,,#br;sao.paulo,,Municípios::Orlândia - SP
4842,br;sao.paulo;osasco,"Osasco - SP",pt-BR,,#br;sao.paulo,,Municípios::Osasco - SP
4843,br;sao.paulo;oscar.bressane,"Oscar Bressane - SP",pt-BR,,#br;sao.paulo,,Municípios::Oscar Bressane - SP
4844,br;sao.paulo;osvaldo.cruz,"Osvaldo Cruz - SP",pt-BR,,#br;sao.paulo,,Municípios::Osvaldo Cruz - SP
4845,br;sao.paulo;ourinhos,"Ourinhos - SP",pt-BR,,#br;sao.paulo,,Municípios::Ourinhos - SP
4846,br;sao.paulo;ouroeste,"Ouroeste - SP",pt-BR,,#br;sao.paulo,,Municípios::Ouroeste - SP
4847,br;sao.paulo;ouro.verde,"Ouro Verde - SP",pt-BR,,#br;sao.paulo,,Municípios::Ouro Verde - SP
4848,br;sao.paulo;pacaembu,"Pacaembu - SP",pt-BR,,#br;sao.paulo,,Municípios::Pacaembu - SP
4849,br;sao.paulo;palestina,"Palestina - SP",pt-BR,,#br;sao.paulo,,Municípios::Palestina - SP
4850,br;sao.paulo;palmares.paulista,"Palmares Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Palmares Paulista - SP
4851,br;sao.paulo;palmeira.d.oeste,"Palmeira d'Oeste - SP",pt-BR,,#br;sao.paulo,,Municípios::Palmeira d'Oeste - SP
4852,br;sao.paulo;palmital,"Palmital - SP",pt-BR,,#br;sao.paulo,,Municípios::Palmital - SP
4853,br;sao.paulo;panorama,"Panorama - SP",pt-BR,,#br;sao.paulo,,Municípios::Panorama - SP
4854,br;sao.paulo;paraguacu.paulista,"Paraguaçu Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Paraguaçu Paulista - SP
4855,br;sao.paulo;paraibuna,"Paraibuna - SP",pt-BR,,#br;sao.paulo,,Municípios::Paraibuna - SP
4856,br;sao.paulo;paraiso,"Paraíso - SP",pt-BR,,#br;sao.paulo,,Municípios::Paraíso - SP
4857,br;sao.paulo;paranapanema,"Paranapanema - SP",pt-BR,,#br;sao.paulo,,Municípios::Paranapanema - SP
4858,br;sao.paulo;paranapua,"Paranapuã - SP",pt-BR,,#br;sao.paulo,,Municípios::Paranapuã - SP
4859,br;sao.paulo;parapua,"Parapuã - SP",pt-BR,,#br;sao.paulo,,Municípios::Parapuã - SP
4860,br;sao.paulo;pardinho,"Pardinho - SP",pt-BR,,#br;sao.paulo,,Municípios::Pardinho - SP
4861,br;sao.paulo;parisi,"Parisi - SP",pt-BR,,#br;sao.paulo,,Municípios::Parisi - SP
4862,br;sao.paulo;patrocinio.paulista,"Patrocínio Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Patrocínio Paulista - SP
4863,br;sao.paulo;pauliceia,"Paulicéia - SP",pt-BR,,#br;sao.paulo,,Municípios::Paulicéia - SP
4864,br;sao.paulo;paulinia,"Paulínia - SP",pt-BR,,#br;sao.paulo,,Municípios::Paulínia - SP
4865,br;sao.paulo;paulistania,"Paulistânia - SP",pt-BR,,#br;sao.paulo,,Municípios::Paulistânia - SP
4866,br;sao.paulo;paulo.faria,"Paulo de Faria - SP",pt-BR,,#br;sao.paulo,,Municípios::Paulo de Faria - SP
4867,br;sao.paulo;pederneiras,"Pederneiras - SP",pt-BR,,#br;sao.paulo,,Municípios::Pederneiras - SP
4868,br;sao.paulo;pedra.bela,"Pedra Bela - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedra Bela - SP
4869,br;sao.paulo;pedranopolis,"Pedranópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedranópolis - SP
4870,br;sao.paulo;pedregulho,"Pedregulho - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedregulho - SP
4871,br;sao.paulo;pedreira,"Pedreira - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedreira - SP
4872,br;sao.paulo;pedrinhas.paulista,"Pedrinhas Paulista - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedrinhas Paulista - SP
4873,br;sao.paulo;pedro.toledo,"Pedro de Toledo - SP",pt-BR,,#br;sao.paulo,,Municípios::Pedro de Toledo - SP
4874,br;sao.paulo;penapolis,"Penápolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Penápolis - SP
4875,br;sao.paulo;pereira.barreto,"Pereira Barreto - SP",pt-BR,,#br;sao.paulo,,Municípios::Pereira Barreto - SP
4876,br;sao.paulo;pereiras,"Pereiras - SP",pt-BR,,#br;sao.paulo,,Municípios::Pereiras - SP
4877,br;sao.paulo;peruibe,"Peruíbe - SP",pt-BR,,#br;sao.paulo,,Municípios::Peruíbe - SP
4878,br;sao.paulo;piacatu,"Piacatu - SP",pt-BR,,#br;sao.paulo,,Municípios::Piacatu - SP
4879,br;sao.paulo;piedade,"Piedade - SP",pt-BR,,#br;sao.paulo,,Municípios::Piedade - SP
4880,br;sao.paulo;pilar.sul,"Pilar do Sul - SP",pt-BR,,#br;sao.paulo,,Municípios::Pilar do Sul - SP
4881,br;sao.paulo;pindamonhangaba,"Pindamonhangaba - SP",pt-BR,,#br;sao.paulo,,Municípios::Pindamonhangaba - SP
4882,br;sao.paulo;pindorama,"Pindorama - SP",pt-BR,,#br;sao.paulo,,Municípios::Pindorama - SP
4883,br;sao.paulo;pinhalzinho,"Pinhalzinho - SP",pt-BR,,#br;sao.paulo,,Municípios::Pinhalzinho - SP
4884,br;sao.paulo;piquerobi,"Piquerobi - SP",pt-BR,,#br;sao.paulo,,Municípios::Piquerobi - SP
4885,br;sao.paulo;piquete,"Piquete - SP",pt-BR,,#br;sao.paulo,,Municípios::Piquete - SP
4886,br;sao.paulo;piracaia,"Piracaia - SP",pt-BR,,#br;sao.paulo,,Municípios::Piracaia - SP
4887,br;sao.paulo;piracicaba,"Piracicaba - SP",pt-BR,,#br;sao.paulo,,Municípios::Piracicaba - SP
4888,br;sao.paulo;piraju,"Piraju - SP",pt-BR,,#br;sao.paulo,,Municípios::Piraju - SP
4889,br;sao.paulo;pirajui,"Pirajuí - SP",pt-BR,,#br;sao.paulo,,Municípios::Pirajuí - SP
4890,br;sao.paulo;pirangi,"Pirangi - SP",pt-BR,,#br;sao.paulo,,Municípios::Pirangi - SP
4891,br;sao.paulo;pirapora.bom.jesus,"Pirapora do Bom Jesus - SP",pt-BR,,#br;sao.paulo,,Municípios::Pirapora do Bom Jesus - SP
4892,br;sao.paulo;pirapozinho,"Pirapozinho - SP",pt-BR,,#br;sao.paulo,,Municípios::Pirapozinho - SP
4893,br;sao.paulo;pirassununga,"Pirassununga - SP",pt-BR,,#br;sao.paulo,,Municípios::Pirassununga - SP
4894,br;sao.paulo;piratininga,"Piratininga - SP",pt-BR,,#br;sao.paulo,,Municípios::Piratininga - SP
4895,br;sao.paulo;pitangueiras,"Pitangueiras - SP",pt-BR,,#br;sao.paulo,,Municípios::Pitangueiras - SP
4896,br;sao.paulo;planalto,"Planalto - SP",pt-BR,,#br;sao.paulo,,Municípios::Planalto - SP
4897,br;sao.paulo;platina,"Platina - SP",pt-BR,,#br;sao.paulo,,Municípios::Platina - SP
4898,br;sao.paulo;poa,"Poá - SP",pt-BR,,#br;sao.paulo,,Municípios::Poá - SP
4899,br;sao.paulo;poloni,"Poloni - SP",pt-BR,,#br;sao.paulo,,Municípios::Poloni - SP
4900,br;sao.paulo;pompeia,"Pompéia - SP",pt-BR,,#br;sao.paulo,,Municípios::Pompéia - SP
4901,br;sao.paulo;pongai,"Pongaí - SP",pt-BR,,#br;sao.paulo,,Municípios::Pongaí - SP
4902,br;sao.paulo;pontal,"Pontal - SP",pt-BR,,#br;sao.paulo,,Municípios::Pontal - SP
4903,br;sao.paulo;pontalinda,"Pontalinda - SP",pt-BR,,#br;sao.paulo,,Municípios::Pontalinda - SP
4904,br;sao.paulo;pontes.gestal,"Pontes Gestal - SP",pt-BR,,#br;sao.paulo,,Municípios::Pontes Gestal - SP
4905,br;sao.paulo;populina,"Populina - SP",pt-BR,,#br;sao.paulo,,Municípios::Populina - SP
4906,br;sao.paulo;porangaba,"Porangaba - SP",pt-BR,,#br;sao.paulo,,Municípios::Porangaba - SP
4907,br;sao.paulo;porto.feliz,"Porto Feliz - SP",pt-BR,,#br;sao.paulo,,Municípios::Porto Feliz - SP
4908,br;sao.paulo;porto.ferreira,"Porto Ferreira - SP",pt-BR,,#br;sao.paulo,,Municípios::Porto Ferreira - SP
4909,br;sao.paulo;potim,"Potim - SP",pt-BR,,#br;sao.paulo,,Municípios::Potim - SP
4910,br;sao.paulo;potirendaba,"Potirendaba - SP",pt-BR,,#br;sao.paulo,,Municípios::Potirendaba - SP
4911,br;sao.paulo;pracinha,"Pracinha - SP",pt-BR,,#br;sao.paulo,,Municípios::Pracinha - SP
4912,br;sao.paulo;pradopolis,"Pradópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Pradópolis - SP
4913,br;sao.paulo;praia.grande,"Praia Grande - SP",pt-BR,,#br;sao.paulo,,Municípios::Praia Grande - SP
4914,br;sao.paulo;pratania,"Pratânia - SP",pt-BR,,#br;sao.paulo,,Municípios::Pratânia - SP
4915,br;sao.paulo;presidente.alves,"Presidente Alves - SP",pt-BR,,#br;sao.paulo,,Municípios::Presidente Alves - SP
4916,br;sao.paulo;presidente.bernardes,"Presidente Bernardes - SP",pt-BR,,#br;sao.paulo,,Municípios::Presidente Bernardes - SP
4917,br;sao.paulo;presidente.epitacio,"Presidente Epitácio - SP",pt-BR,,#br;sao.paulo,,Municípios::Presidente Epitácio - SP
4918,br;sao.paulo;presidente.prudente,"Presidente Prudente - SP",pt-BR,,#br;sao.paulo,,Municípios::Presidente Prudente - SP
4919,br;sao.paulo;presidente.venceslau,"Presidente Venceslau - SP",pt-BR,,#br;sao.paulo,,Municípios::Presidente Venceslau - SP
4920,br;sao.paulo;promissao,"Promissão - SP",pt-BR,,#br;sao.paulo,,Municípios::Promissão - SP
4921,br;sao.paulo;quadra,"Quadra - SP",pt-BR,,#br;sao.paulo,,Municípios::Quadra - SP
4922,br;sao.paulo;quata,"Quatá - SP",pt-BR,,#br;sao.paulo,,Municípios::Quatá - SP
4923,br;sao.paulo;queluz,"Queluz - SP",pt-BR,,#br;sao.paulo,,Municípios::Queluz - SP
4924,br;sao.paulo;quintana,"Quintana - SP",pt-BR,,#br;sao.paulo,,Municípios::Quintana - SP
4925,br;sao.paulo;rancharia,"Rancharia - SP",pt-BR,,#br;sao.paulo,,Municípios::Rancharia - SP
4926,br;sao.paulo;redencao.serra,"Redenção da Serra - SP",pt-BR,,#br;sao.paulo,,Municípios::Redenção da Serra - SP
4927,br;sao.paulo;regente.feijo,"Regente Feijó - SP",pt-BR,,#br;sao.paulo,,Municípios::Regente Feijó - SP
4928,br;sao.paulo;reginopolis,"Reginópolis - SP",pt-BR,,#br;sao.paulo,,Municípios::Reginópolis - SP
4929,br;sao.paulo;registro,"Registro - SP",pt-BR,,#br;sao.paulo,,Municípios::Registro - SP
4930,br;sao.paulo;restinga,"Restinga - SP",pt-BR,,#br;sao.paulo,,Municípios::Restinga - SP
4931,br;sao.paulo;ribeira,"Ribeira - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeira - SP
4932,br;sao.paulo;ribeirao.bonito,"Ribeirão Bonito - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Bonito - SP
4933,br;sao.paulo;ribeirao.branco,"Ribeirão Branco - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Branco - SP
4934,br;sao.paulo;ribeirao.corrente,"Ribeirão Corrente - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Corrente - SP
4935,br;sao.paulo;ribeirao.sul,"Ribeirão do Sul - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão do Sul - SP
4936,br;sao.paulo;ribeirao.indios,"Ribeirão dos Índios - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão dos Índios - SP
4937,br;sao.paulo;ribeirao.grande,"Ribeirão Grande - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Grande - SP
4938,br;sao.paulo;ribeirao.pires,"Ribeirão Pires - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Pires - SP
4939,br;sao.paulo;ribeirao.preto,"Ribeirão Preto - SP",pt-BR,,#br;sao.paulo,,Municípios::Ribeirão Preto - SP
4940,br;sao.paulo;riversul,"Riversul - SP",pt-BR,,#br;sao.paulo,,Municípios::Riversul - SP
4941,br;sao.paulo;rifaina,"Rifaina - SP",pt-BR,,#br;sao.paulo,,Municípios::Rifaina - SP
