id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
1,br,Brasil,pt-BR,,,,Brasil
16,br;sao.paulo,"São Paulo",pt-BR,SP,#br,SP – São Paulo,Estados::São Paulo
17,br;sao.paulo;campinas,"Campinas - SP",pt-BR,,#br;sao.paulo,,Municípios::Campinas - SP
18,br;sao.paulo;sao.carlos,"São Carlos - SP",pt-BR,,#br;sao.paulo,,Municípios::São Carlos - SP
20,br;acre,Acre,pt-BR,AC,#br,AC – Acre,Estados::Acre
21,br;rondonia,Rondônia,pt-BR,RO,#br,RO – Rondônia,Estados::Rondônia
22,br;parana,Paraná,pt-BR,PR,#br,PR – Paraná,Estados::Paraná
23,br;rio.grande.sul,"Rio Grande do Sul",pt-BR,RS,#br,RS – Rio Grande do Sul,Estados::Rio Grande do Sul
27,br;distrito.federal,"Distrito Federal",pt-BR,DF,#br,DF – Distrito Federal,Distrito Federal
28,br;parana;apucarana,"Apucarana - PR",pt-BR,,#br;parana,,Municípios::Apucarana - PR
29,br;rio.grande.sul;agudo,"Agudo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Agudo - RS
30,br;minas.gerais,"Minas Gerais",pt-BR,MG,#br,MG – Minas Gerais,Estados::Minas Gerais
31,br;minas.gerais;carneirinho,"Carneirinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Carneirinho - MG
32,br;minas.gerais;divinopolis,"Divinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Divinópolis - MG
33,br;tocantins,Tocantins,pt-BR,TO,#br,TO – Tocantins,Municípios::Tocantins
34,br;espirito.santo,"Espírito Santo",pt-BR,ES,#br,ES – Espírito Santo,Estados::Espírito Santo
35,br;espirito.santo;cachoeiro.itapemirim,"Cachoeiro de Itapemirim - ES",pt-BR,,#br;espirito.santo,,Municípios::Cachoeiro de Itapemirim - ES
36,br;sao.paulo;catanduva,"Catanduva - SP",pt-BR,,#br;sao.paulo,,Municípios::Catanduva - SP
37,br;paraiba,Paraíba,pt-BR,PB,#br,PB – Paraíba,Estados::Paraíba
38,br;paraiba;joao.pessoa,"João Pessoa - PB",pt-BR,,#br;paraiba,,Municípios::João Pessoa - PB
39,br;goias,Goiás,pt-BR,GO,#br,GO – Goiás,Estados::Goiás
40,br;goias;jatai,"Jataí - GO",pt-BR,,#br;goias,,Municípios::Jataí - GO
57,br;justica.eleitoral,"Justiça Eleitoral",pt-BR,,#br,,Justiça Eleitoral
58,br;justica.eleitoral;paraiba,Paraíba,pt-BR,PB,#br;justica.eleitoral,PB – Paraíba,Paraíba
59,br;justica.trabalho,"Justiça Trabalho",pt-BR,,#br,,Justiça Trabalho
60,br;justica.trabalho;regiao.13,"13ª Região - Paraíba",pt-BR,TRT13,#br;justica.trabalho,TRT13 – 13ª Região - Paraíba,Brasil::Justiça do Trabalho::13ª Região - Paraíba
61,br;justica.eleitoral;paraiba;zona.22,"22ª Zona",pt-BR,,#br;justica.eleitoral;paraiba,,22ª Zona
62,br;justica.federal,"Justiça Federal",pt-BR,,#br,,Justiça Federal
63,br;justica.federal;regiao.1,"1ª Região",pt-BR,,#br;justica.federal,,1ª Região
64,br;justica.federal;regiao.1;secao.judiciaria,"Seção Judiciária",pt-BR,,#br;justica.federal;regiao.1,,Seção Judiciária
65,br;justica.federal;regiao.1;secao.judiciaria;goias,Goiás,pt-BR,GO,#br;justica.federal;regiao.1;secao.judiciaria,GO – Goiás,Goiás
66,br;amapa,Amapá,pt-BR,AP,#br,AP – Amapá,Amapá
67,br;amapa;justica.estadual,"Justiça Estadual",pt-BR,,#br;amapa,,Justiça Estadual
68,br;amapa;justica.estadual;comarca,Comarca,pt-BR,,#br;amapa;justica.estadual,,Comarca
69,br;amapa;macapa,"Macapá - AP",pt-BR,,#br;amapa,,Municípios::Macapá - AP
131,br;minas.gerais;abadia.dourados,"Abadia dos Dourados - MG",pt-BR,,#br;minas.gerais,,Municípios::Abadia dos Dourados - MG
132,br;minas.gerais;abaete,"Abaeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Abaeté - MG
133,br;minas.gerais;abre.campo,"Abre Campo - MG",pt-BR,,#br;minas.gerais,,Municípios::Abre Campo - MG
134,br;minas.gerais;acaiaca,"Acaiaca - MG",pt-BR,,#br;minas.gerais,,Municípios::Acaiaca - MG
135,br;minas.gerais;acucena,"Açucena - MG",pt-BR,,#br;minas.gerais,,Municípios::Açucena - MG
136,br;minas.gerais;agua.boa,"Água Boa - MG",pt-BR,,#br;minas.gerais,,Municípios::Água Boa - MG
137,br;minas.gerais;agua.comprida,"Água Comprida - MG",pt-BR,,#br;minas.gerais,,Municípios::Água Comprida - MG
138,br;minas.gerais;aguanil,"Aguanil - MG",pt-BR,,#br;minas.gerais,,Municípios::Aguanil - MG
139,br;minas.gerais;aguas.formosas,"Águas Formosas - MG",pt-BR,,#br;minas.gerais,,Municípios::Águas Formosas - MG
140,br;minas.gerais;aguas.vermelhas,"Águas Vermelhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Águas Vermelhas - MG
141,br;minas.gerais;aimores,"Aimorés - MG",pt-BR,,#br;minas.gerais,,Municípios::Aimorés - MG
142,br;minas.gerais;aiuruoca,"Aiuruoca - MG",pt-BR,,#br;minas.gerais,,Municípios::Aiuruoca - MG
143,br;minas.gerais;alagoa,"Alagoa - MG",pt-BR,,#br;minas.gerais,,Municípios::Alagoa - MG
144,br;minas.gerais;albertina,"Albertina - MG",pt-BR,,#br;minas.gerais,,Municípios::Albertina - MG
145,br;minas.gerais;alem.paraiba,"Além Paraíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Além Paraíba - MG
146,br;minas.gerais;alfenas,"Alfenas - MG",pt-BR,,#br;minas.gerais,,Municípios::Alfenas - MG
147,br;minas.gerais;alfredo.vasconcelos,"Alfredo Vasconcelos - MG",pt-BR,,#br;minas.gerais,,Municípios::Alfredo Vasconcelos - MG
148,br;minas.gerais;almenara,"Almenara - MG",pt-BR,,#br;minas.gerais,,Municípios::Almenara - MG
149,br;minas.gerais;alpercata,"Alpercata - MG",pt-BR,,#br;minas.gerais,,Municípios::Alpercata - MG
150,br;minas.gerais;alpinopolis,"Alpinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Alpinópolis - MG
151,br;minas.gerais;alterosa,"Alterosa - MG",pt-BR,,#br;minas.gerais,,Municípios::Alterosa - MG
152,br;minas.gerais;alto.caparao,"Alto Caparaó - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Caparaó - MG
153,br;minas.gerais;alto.jequitiba,"Alto Jequitibá - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Jequitibá - MG
154,br;minas.gerais;alto.rio.doce,"Alto Rio Doce - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Rio Doce - MG
155,br;minas.gerais;alvarenga,"Alvarenga - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvarenga - MG
156,br;minas.gerais;alvinopolis,"Alvinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvinópolis - MG
157,br;minas.gerais;alvorada.minas,"Alvorada de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvorada de Minas - MG
158,br;minas.gerais;amparo.serra,"Amparo do Serra - MG",pt-BR,,#br;minas.gerais,,Municípios::Amparo do Serra - MG
159,br;minas.gerais;andradas,"Andradas - MG",pt-BR,,#br;minas.gerais,,Municípios::Andradas - MG
160,br;minas.gerais;andrelandia,"Andrelândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Andrelândia - MG
161,br;minas.gerais;angelandia,"Angelândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Angelândia - MG
162,br;minas.gerais;antonio.carlos,"Antônio Carlos - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Carlos - MG
163,br;minas.gerais;antonio.dias,"Antônio Dias - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Dias - MG
164,br;minas.gerais;antonio.prado.minas,"Antônio Prado de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Prado de Minas - MG
165,br;minas.gerais;aracai,"Araçaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Araçaí - MG
166,br;minas.gerais;aracitaba,"Aracitaba - MG",pt-BR,,#br;minas.gerais,,Municípios::Aracitaba - MG
167,br;minas.gerais;aracuai,"Araçuaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Araçuaí - MG
168,br;minas.gerais;araguari,"Araguari - MG",pt-BR,,#br;minas.gerais,,Municípios::Araguari - MG
169,br;minas.gerais;arantina,"Arantina - MG",pt-BR,,#br;minas.gerais,,Municípios::Arantina - MG
170,br;minas.gerais;araponga,"Araponga - MG",pt-BR,,#br;minas.gerais,,Municípios::Araponga - MG
171,br;minas.gerais;arapora,"Araporã - MG",pt-BR,,#br;minas.gerais,,Municípios::Araporã - MG
172,br;minas.gerais;arapua,"Arapuá - MG",pt-BR,,#br;minas.gerais,,Municípios::Arapuá - MG
173,br;minas.gerais;araujos,"Araújos - MG",pt-BR,,#br;minas.gerais,,Municípios::Araújos - MG
174,br;minas.gerais;araxa,"Araxá - MG",pt-BR,,#br;minas.gerais,,Municípios::Araxá - MG
175,br;minas.gerais;arceburgo,"Arceburgo - MG",pt-BR,,#br;minas.gerais,,Municípios::Arceburgo - MG
176,br;minas.gerais;arcos,"Arcos - MG",pt-BR,,#br;minas.gerais,,Municípios::Arcos - MG
177,br;minas.gerais;areado,"Areado - MG",pt-BR,,#br;minas.gerais,,Municípios::Areado - MG
178,br;minas.gerais;argirita,"Argirita - MG",pt-BR,,#br;minas.gerais,,Municípios::Argirita - MG
179,br;minas.gerais;aricanduva,"Aricanduva - MG",pt-BR,,#br;minas.gerais,,Municípios::Aricanduva - MG
180,br;minas.gerais;arinos,"Arinos - MG",pt-BR,,#br;minas.gerais,,Municípios::Arinos - MG
181,br;minas.gerais;astolfo.dutra,"Astolfo Dutra - MG",pt-BR,,#br;minas.gerais,,Municípios::Astolfo Dutra - MG
182,br;minas.gerais;ataleia,"Ataléia - MG",pt-BR,,#br;minas.gerais,,Municípios::Ataléia - MG
183,br;minas.gerais;augusto.lima,"Augusto de Lima - MG",pt-BR,,#br;minas.gerais,,Municípios::Augusto de Lima - MG
184,br;minas.gerais;baependi,"Baependi - MG",pt-BR,,#br;minas.gerais,,Municípios::Baependi - MG
185,br;minas.gerais;baldim,"Baldim - MG",pt-BR,,#br;minas.gerais,,Municípios::Baldim - MG
186,br;minas.gerais;bambui,"Bambuí - MG",pt-BR,,#br;minas.gerais,,Municípios::Bambuí - MG
187,br;minas.gerais;bandeira,"Bandeira - MG",pt-BR,,#br;minas.gerais,,Municípios::Bandeira - MG
188,br;minas.gerais;bandeira.sul,"Bandeira do Sul - MG",pt-BR,,#br;minas.gerais,,Municípios::Bandeira do Sul - MG
189,br;minas.gerais;barao.cocais,"Barão de Cocais - MG",pt-BR,,#br;minas.gerais,,Municípios::Barão de Cocais - MG
190,br;minas.gerais;barao.monte.alto,"Barão do Monte Alto - MG",pt-BR,,#br;minas.gerais,,Municípios::Barão do Monte Alto - MG
191,br;minas.gerais;barbacena,"Barbacena - MG",pt-BR,,#br;minas.gerais,,Municípios::Barbacena - MG
192,br;minas.gerais;barra.longa,"Barra Longa - MG",pt-BR,,#br;minas.gerais,,Municípios::Barra Longa - MG
193,br;minas.gerais;barroso,"Barroso - MG",pt-BR,,#br;minas.gerais,,Municípios::Barroso - MG
194,br;minas.gerais;bela.vista.minas,"Bela Vista de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bela Vista de Minas - MG
195,br;minas.gerais;belmiro.braga,"Belmiro Braga - MG",pt-BR,,#br;minas.gerais,,Municípios::Belmiro Braga - MG
196,br;minas.gerais;belo.horizonte,"Belo Horizonte - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Horizonte - MG
197,br;minas.gerais;belo.oriente,"Belo Oriente - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Oriente - MG
198,br;minas.gerais;belo.vale,"Belo Vale - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Vale - MG
199,br;minas.gerais;berilo,"Berilo - MG",pt-BR,,#br;minas.gerais,,Municípios::Berilo - MG
200,br;minas.gerais;berizal,"Berizal - MG",pt-BR,,#br;minas.gerais,,Municípios::Berizal - MG
201,br;minas.gerais;bertopolis,"Bertópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Bertópolis - MG
202,br;minas.gerais;betim,"Betim - MG",pt-BR,,#br;minas.gerais,,Municípios::Betim - MG
203,br;minas.gerais;bias.fortes,"Bias Fortes - MG",pt-BR,,#br;minas.gerais,,Municípios::Bias Fortes - MG
204,br;minas.gerais;bicas,"Bicas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bicas - MG
205,br;minas.gerais;biquinhas,"Biquinhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Biquinhas - MG
206,br;minas.gerais;boa.esperanca,"Boa Esperança - MG",pt-BR,,#br;minas.gerais,,Municípios::Boa Esperança - MG
207,br;minas.gerais;bocaina.minas,"Bocaina de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bocaina de Minas - MG
208,br;minas.gerais;bocaiuva,"Bocaiúva - MG",pt-BR,,#br;minas.gerais,,Municípios::Bocaiúva - MG
209,br;minas.gerais;bom.despacho,"Bom Despacho - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Despacho - MG
210,br;minas.gerais;bom.jardim.minas,"Bom Jardim de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jardim de Minas - MG
211,br;minas.gerais;bom.jesus.penha,"Bom Jesus da Penha - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus da Penha - MG
212,br;minas.gerais;bom.jesus.amparo,"Bom Jesus do Amparo - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus do Amparo - MG
213,br;minas.gerais;bom.jesus.galho,"Bom Jesus do Galho - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus do Galho - MG
214,br;minas.gerais;bom.repouso,"Bom Repouso - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Repouso - MG
215,br;minas.gerais;bom.sucesso,"Bom Sucesso - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Sucesso - MG
216,br;minas.gerais;bonfim,"Bonfim - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonfim - MG
217,br;minas.gerais;bonfinopolis.minas,"Bonfinópolis de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonfinópolis de Minas - MG
218,br;minas.gerais;bonito.minas,"Bonito de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonito de Minas - MG
219,br;minas.gerais;borda.mata,"Borda da Mata - MG",pt-BR,,#br;minas.gerais,,Municípios::Borda da Mata - MG
220,br;minas.gerais;botelhos,"Botelhos - MG",pt-BR,,#br;minas.gerais,,Municípios::Botelhos - MG
221,br;minas.gerais;botumirim,"Botumirim - MG",pt-BR,,#br;minas.gerais,,Municípios::Botumirim - MG
222,br;minas.gerais;bras.pires,"Brás Pires - MG",pt-BR,,#br;minas.gerais,,Municípios::Brás Pires - MG
223,br;minas.gerais;brasilandia.minas,"Brasilândia de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasilândia de Minas - MG
224,br;minas.gerais;brasilia.minas,"Brasília de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasília de Minas - MG
225,br;minas.gerais;braunas,"Braúnas - MG",pt-BR,,#br;minas.gerais,,Municípios::Braúnas - MG
226,br;minas.gerais;brasopolis,"Brasópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasópolis - MG
227,br;minas.gerais;brumadinho,"Brumadinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Brumadinho - MG
228,br;minas.gerais;bueno.brandao,"Bueno Brandão - MG",pt-BR,,#br;minas.gerais,,Municípios::Bueno Brandão - MG
229,br;minas.gerais;buenopolis,"Buenópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Buenópolis - MG
230,br;minas.gerais;bugre,"Bugre - MG",pt-BR,,#br;minas.gerais,,Municípios::Bugre - MG
231,br;minas.gerais;buritis,"Buritis - MG",pt-BR,,#br;minas.gerais,,Municípios::Buritis - MG
232,br;minas.gerais;buritizeiro,"Buritizeiro - MG",pt-BR,,#br;minas.gerais,,Municípios::Buritizeiro - MG
233,br;minas.gerais;cabeceira.grande,"Cabeceira Grande - MG",pt-BR,,#br;minas.gerais,,Municípios::Cabeceira Grande - MG
234,br;minas.gerais;cabo.verde,"Cabo Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Cabo Verde - MG
235,br;minas.gerais;cachoeira.prata,"Cachoeira da Prata - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira da Prata - MG
236,br;minas.gerais;cachoeira.minas,"Cachoeira de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira de Minas - MG
237,br;minas.gerais;cachoeira.pajeu,"Cachoeira do Pajeú - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira do Pajeú - MG
238,br;minas.gerais;cachoeira.dourada,"Cachoeira Dourada - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira Dourada - MG
239,br;minas.gerais;caetanopolis,"Caetanópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Caetanópolis - MG
240,br;minas.gerais;caete,"Caeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Caeté - MG
241,br;minas.gerais;caiana,"Caiana - MG",pt-BR,,#br;minas.gerais,,Municípios::Caiana - MG
242,br;minas.gerais;cajuri,"Cajuri - MG",pt-BR,,#br;minas.gerais,,Municípios::Cajuri - MG
243,br;minas.gerais;caldas,"Caldas - MG",pt-BR,,#br;minas.gerais,,Municípios::Caldas - MG
244,br;minas.gerais;camacho,"Camacho - MG",pt-BR,,#br;minas.gerais,,Municípios::Camacho - MG
245,br;minas.gerais;camanducaia,"Camanducaia - MG",pt-BR,,#br;minas.gerais,,Municípios::Camanducaia - MG
246,br;minas.gerais;cambui,"Cambuí - MG",pt-BR,,#br;minas.gerais,,Municípios::Cambuí - MG
247,br;minas.gerais;cambuquira,"Cambuquira - MG",pt-BR,,#br;minas.gerais,,Municípios::Cambuquira - MG
248,br;minas.gerais;campanario,"Campanário - MG",pt-BR,,#br;minas.gerais,,Municípios::Campanário - MG
249,br;minas.gerais;campanha,"Campanha - MG",pt-BR,,#br;minas.gerais,,Municípios::Campanha - MG
250,br;minas.gerais;campestre,"Campestre - MG",pt-BR,,#br;minas.gerais,,Municípios::Campestre - MG
251,br;minas.gerais;campina.verde,"Campina Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Campina Verde - MG
252,br;minas.gerais;campo.azul,"Campo Azul - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Azul - MG
253,br;minas.gerais;campo.belo,"Campo Belo - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Belo - MG
254,br;minas.gerais;campo.meio,"Campo do Meio - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo do Meio - MG
255,br;minas.gerais;campo.florido,"Campo Florido - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Florido - MG
256,br;minas.gerais;campos.altos,"Campos Altos - MG",pt-BR,,#br;minas.gerais,,Municípios::Campos Altos - MG
257,br;minas.gerais;campos.gerais,"Campos Gerais - MG",pt-BR,,#br;minas.gerais,,Municípios::Campos Gerais - MG
258,br;minas.gerais;cana.verde,"Cana Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Cana Verde - MG
259,br;minas.gerais;canaa,"Canaã - MG",pt-BR,,#br;minas.gerais,,Municípios::Canaã - MG
260,br;minas.gerais;canapolis,"Canápolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Canápolis - MG
261,br;minas.gerais;candeias,"Candeias - MG",pt-BR,,#br;minas.gerais,,Municípios::Candeias - MG
262,br;minas.gerais;cantagalo,"Cantagalo - MG",pt-BR,,#br;minas.gerais,,Municípios::Cantagalo - MG
263,br;minas.gerais;caparao,"Caparaó - MG",pt-BR,,#br;minas.gerais,,Municípios::Caparaó - MG
264,br;minas.gerais;capela.nova,"Capela Nova - MG",pt-BR,,#br;minas.gerais,,Municípios::Capela Nova - MG
265,br;minas.gerais;capelinha,"Capelinha - MG",pt-BR,,#br;minas.gerais,,Municípios::Capelinha - MG
266,br;minas.gerais;capetinga,"Capetinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Capetinga - MG
267,br;minas.gerais;capim.branco,"Capim Branco - MG",pt-BR,,#br;minas.gerais,,Municípios::Capim Branco - MG
268,br;minas.gerais;capinopolis,"Capinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Capinópolis - MG
269,br;minas.gerais;capitao.andrade,"Capitão Andrade - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitão Andrade - MG
270,br;minas.gerais;capitao.eneas,"Capitão Enéas - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitão Enéas - MG
271,br;minas.gerais;capitolio,"Capitólio - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitólio - MG
272,br;minas.gerais;caputira,"Caputira - MG",pt-BR,,#br;minas.gerais,,Municípios::Caputira - MG
273,br;minas.gerais;carai,"Caraí - MG",pt-BR,,#br;minas.gerais,,Municípios::Caraí - MG
274,br;minas.gerais;caranaiba,"Caranaíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Caranaíba - MG
275,br;minas.gerais;carandai,"Carandaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Carandaí - MG
276,br;minas.gerais;carangola,"Carangola - MG",pt-BR,,#br;minas.gerais,,Municípios::Carangola - MG
277,br;minas.gerais;caratinga,"Caratinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Caratinga - MG
278,br;minas.gerais;carbonita,"Carbonita - MG",pt-BR,,#br;minas.gerais,,Municípios::Carbonita - MG
279,br;minas.gerais;careacu,"Careaçu - MG",pt-BR,,#br;minas.gerais,,Municípios::Careaçu - MG
280,br;minas.gerais;carlos.chagas,"Carlos Chagas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carlos Chagas - MG
281,br;minas.gerais;carmesia,"Carmésia - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmésia - MG
282,br;minas.gerais;carmo.cachoeira,"Carmo da Cachoeira - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo da Cachoeira - MG
283,br;minas.gerais;carmo.mata,"Carmo da Mata - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo da Mata - MG
284,br;minas.gerais;carmo.minas,"Carmo de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo de Minas - MG
285,br;minas.gerais;carmo.cajuru,"Carmo do Cajuru - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Cajuru - MG
286,br;minas.gerais;carmo.paranaiba,"Carmo do Paranaíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Paranaíba - MG
287,br;minas.gerais;carmo.rio.claro,"Carmo do Rio Claro - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Rio Claro - MG
288,br;minas.gerais;carmopolis.minas,"Carmópolis de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmópolis de Minas - MG
289,br;minas.gerais;carrancas,"Carrancas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carrancas - MG
290,br;minas.gerais;carvalhopolis,"Carvalhópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Carvalhópolis - MG
291,br;minas.gerais;carvalhos,"Carvalhos - MG",pt-BR,,#br;minas.gerais,,Municípios::Carvalhos - MG
292,br;minas.gerais;casa.grande,"Casa Grande - MG",pt-BR,,#br;minas.gerais,,Municípios::Casa Grande - MG
293,br;minas.gerais;cascalho.rico,"Cascalho Rico - MG",pt-BR,,#br;minas.gerais,,Municípios::Cascalho Rico - MG
294,br;minas.gerais;cassia,"Cássia - MG",pt-BR,,#br;minas.gerais,,Municípios::Cássia - MG
295,br;minas.gerais;cataguases,"Cataguases - MG",pt-BR,,#br;minas.gerais,,Municípios::Cataguases - MG
296,br;minas.gerais;catas.altas,"Catas Altas - MG",pt-BR,,#br;minas.gerais,,Municípios::Catas Altas - MG
297,br;minas.gerais;catas.altas.noruega,"Catas Altas da Noruega - MG",pt-BR,,#br;minas.gerais,,Municípios::Catas Altas da Noruega - MG
298,br;minas.gerais;catuji,"Catuji - MG",pt-BR,,#br;minas.gerais,,Municípios::Catuji - MG
299,br;minas.gerais;catuti,"Catuti - MG",pt-BR,,#br;minas.gerais,,Municípios::Catuti - MG
300,br;minas.gerais;caxambu,"Caxambu - MG",pt-BR,,#br;minas.gerais,,Municípios::Caxambu - MG
301,br;minas.gerais;cedro.abaete,"Cedro do Abaeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Cedro do Abaeté - MG
302,br;minas.gerais;central.minas,"Central de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Central de Minas - MG
303,br;minas.gerais;centralina,"Centralina - MG",pt-BR,,#br;minas.gerais,,Municípios::Centralina - MG
304,br;minas.gerais;chacara,"Chácara - MG",pt-BR,,#br;minas.gerais,,Municípios::Chácara - MG
305,br;minas.gerais;chale,"Chalé - MG",pt-BR,,#br;minas.gerais,,Municípios::Chalé - MG
306,br;minas.gerais;chapada.norte,"Chapada do Norte - MG",pt-BR,,#br;minas.gerais,,Municípios::Chapada do Norte - MG
307,br;minas.gerais;chapada.gaucha,"Chapada Gaúcha - MG",pt-BR,,#br;minas.gerais,,Municípios::Chapada Gaúcha - MG
308,br;minas.gerais;chiador,"Chiador - MG",pt-BR,,#br;minas.gerais,,Municípios::Chiador - MG
309,br;minas.gerais;cipotanea,"Cipotânea - MG",pt-BR,,#br;minas.gerais,,Municípios::Cipotânea - MG
310,br;minas.gerais;claraval,"Claraval - MG",pt-BR,,#br;minas.gerais,,Municípios::Claraval - MG
311,br;minas.gerais;claro.pocoes,"Claro dos Poções - MG",pt-BR,,#br;minas.gerais,,Municípios::Claro dos Poções - MG
312,br;minas.gerais;claudio,"Cláudio - MG",pt-BR,,#br;minas.gerais,,Municípios::Cláudio - MG
313,br;minas.gerais;coimbra,"Coimbra - MG",pt-BR,,#br;minas.gerais,,Municípios::Coimbra - MG
314,br;minas.gerais;coluna,"Coluna - MG",pt-BR,,#br;minas.gerais,,Municípios::Coluna - MG
315,br;minas.gerais;comendador.gomes,"Comendador Gomes - MG",pt-BR,,#br;minas.gerais,,Municípios::Comendador Gomes - MG
316,br;minas.gerais;comercinho,"Comercinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Comercinho - MG
317,br;minas.gerais;conceicao.aparecida,"Conceição da Aparecida - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição da Aparecida - MG
318,br;minas.gerais;conceicao.barra.minas,"Conceição da Barra de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição da Barra de Minas - MG
319,br;minas.gerais;conceicao.alagoas,"Conceição das Alagoas - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição das Alagoas - MG
320,br;minas.gerais;conceicao.pedras,"Conceição das Pedras - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição das Pedras - MG
321,br;minas.gerais;conceicao.ipanema,"Conceição de Ipanema - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição de Ipanema - MG
322,br;minas.gerais;conceicao.mato.dentro,"Conceição do Mato Dentro - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição do Mato Dentro - MG
323,br;minas.gerais;conceicao.para,"Conceição do Pará - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição do Pará - MG
324,br;minas.gerais;conceicao.rio.verde,"Conceição do Rio Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Conceição do Rio Verde - MG
